timestamp,cpu_usage,memory_usage
184900,40.99,54.86
184910,45.96,54.8
184920,40.77,53.22
184930,58.27,56.28
184940,34.9,55.55
184950,23.99,55.09
184960,47.86,54.36
184970,54.29,53.91
184980,26.9,55.33
184990,28.76,56.06
185000,25.28,55.38
185010,33.32,52.88
185020,32.92,55.63
185030,28.6,53.79
185040,27.6,57.12
185050,14.85,54.22
185060,37.21,54.91
185070,36.54,56.7
185080,34.85,56.03
185090,48.78,53.41
185100,70.04,56.17
185110,38.57,54.98
185120,41.84,54.93
185130,31.43,56.2
185140,26.38,56.11
185150,37.22,54.24
185160,33.07,53.86
185170,35.43,54.96
185180,37.85,53.28
185190,44.08,54.48
185200,37.03,54.91
185210,37.02,54.21
185220,57.01,56.58
185230,37.95,54.4
185240,32.98,53.58
185250,51.83,55.15
185260,49.78,55.28
185270,55.65,53.01
185280,44.71,55.54
185290,46.49,54.07
185300,55.95,55.39
185310,35.18,55.77
185320,48.97,55.05
185330,51.89,57.14
185340,22.71,56.82
185350,65.78,55.39
185360,40.91,55.9
185370,36.43,57.19
185380,29.07,56.11
185390,33.84,54.45
185400,38.98,54.51
185410,28.9,55.29
185420,43.67,56.44
185430,39.57,57.05
185440,41.9,55.47
185450,46.12,54.89
185460,32.4,55.37
185470,45.2,54.81
185480,50.61,55.82
185490,39.99,54.18
185500,37.01,52.58
185510,36.55,55.49
185520,30.09,54.85
185530,30.23,55.5
185540,37.56,54.96
185550,50.78,54.49
185560,35.46,54.32
185570,31.22,55.38
185580,44.51,53.5
185590,79.45,55.29
185600,34.72,52.53
185610,38.95,55.44
185620,24.21,55.77
185630,37.38,53.74
185640,62.94,53.89
185650,34.62,55.79
185660,43.52,54.03
185670,38.13,56.9
185680,32.69,56.02
185690,59.97,55.83
185700,35.0,54.76
185710,42.55,54.3
185720,25.98,55.95
185730,42.33,54.9
185740,47.03,55.94
185750,46.06,54.85
185760,48.04,55.14
185770,28.57,52.61
185780,39.12,54.56
185790,29.66,54.44
185800,42.62,55.19
185810,21.84,54.77
185820,27.93,54.24
185830,21.94,55.07
185840,53.63,55.85
185850,49.24,55.29
185860,47.63,55.28
185870,39.9,54.55
185880,41.46,56.24
185890,52.86,54.91
185900,35.39,55.0
185910,45.82,54.75
185920,43.64,53.41
185930,40.23,54.57
185940,39.28,54.43
185950,54.33,56.44
185960,44.17,54.87
185970,48.93,55.72
185980,57.8,55.66
185990,27.38,54.27
186000,34.42,54.42
186010,39.99,55.41
186020,97.36,56.87
186030,39.81,53.04
186040,30.24,54.12
186050,39.58,56.79
186060,34.81,53.56
186070,40.82,55.81
186080,40.27,55.38
186090,49.62,53.68
186100,21.44,53.22
186110,71.27,55.38
186120,49.27,54.59
186130,81.0,53.0
186140,88.75,55.13
186150,36.95,53.95
186160,46.47,53.73
186170,29.67,53.55
186180,34.12,53.91
186190,46.58,54.18
186200,25.38,54.57
186210,30.66,54.4
186220,35.42,54.51
186230,67.52,57.47
186240,89.07,53.76
186250,48.24,56.73
186260,41.38,55.29
186270,62.03,56.7
186280,28.89,55.21
186290,32.64,55.12
186300,29.51,56.79
186310,32.56,53.9
186320,34.75,55.57
186330,42.2,55.5
186340,59.19,52.23
186350,45.47,55.49
186360,41.27,53.94
186370,25.76,54.82
186380,53.89,54.47
186390,39.59,56.69
186400,54.61,56.0
186410,42.61,53.91
186420,23.85,55.68
186430,41.2,55.17
186440,44.52,54.87
186450,55.52,54.37
186460,58.17,53.1
186470,47.52,55.73
186480,27.38,55.96
186490,44.4,56.33
186500,32.3,54.82
186510,88.33,54.85
186520,60.29,53.86
186530,46.28,54.25
186540,38.94,54.95
186550,43.21,54.48
186560,27.23,56.58
186570,23.73,54.91
186580,29.85,56.09
186590,57.88,54.62
186600,41.69,53.66
186610,28.87,54.4
186620,55.36,55.11
186630,42.07,53.95
186640,54.17,55.86
186650,37.65,53.19
186660,46.03,57.5
186670,39.25,56.21
186680,52.13,55.15
186690,48.89,55.34
186700,40.04,55.89
186710,30.1,54.69
186720,43.45,54.98
186730,40.48,55.74
186740,45.94,55.67
186750,47.07,55.85
186760,48.58,55.6
186770,32.66,55.99
186780,39.18,53.93
186790,45.76,55.95
186800,8.32,54.7
186810,31.99,53.26
186820,45.73,53.05
186830,33.64,55.07
186840,59.66,55.57
186850,43.32,56.17
186860,50.85,55.95
186870,53.79,54.34
186880,33.53,54.81
186890,47.13,54.45
186900,41.98,55.3
186910,32.49,54.68
186920,46.22,56.59
186930,40.92,55.79
186940,41.38,54.44
186950,50.28,54.89
186960,43.99,55.16
186970,45.19,53.82
186980,41.23,54.12
186990,30.87,55.95
187000,41.26,56.54
187010,34.88,54.77
187020,40.27,55.52
187030,34.78,54.82
187040,38.33,54.4
187050,36.24,54.47
187060,47.91,53.49
187070,36.99,56.53
187080,24.64,53.6
187090,31.87,54.48
187100,48.45,55.9
187110,60.24,53.91
187120,37.14,54.77
187130,46.14,54.61
187140,43.23,52.84
187150,53.09,55.85
187160,26.47,53.87
187170,22.74,54.65
187180,53.27,55.13
187190,37.45,54.79
187200,31.27,54.89
187210,38.06,53.79
187220,50.87,54.49
187230,30.77,54.49
187240,35.64,53.83
187250,54.48,54.61
187260,37.61,56.03
187270,52.69,56.36
187280,41.68,55.07
187290,51.91,54.34
187300,52.28,54.86
187310,84.87,55.83
187320,37.06,54.02
187330,85.66,54.21
187340,24.69,55.86
187350,44.05,53.63
187360,36.73,55.09
187370,41.94,54.66
187380,26.27,53.75
187390,41.53,55.2
187400,36.77,56.46
187410,35.47,55.53
187420,26.58,55.04
187430,41.86,55.9
187440,42.4,54.75
187450,47.42,55.41
187460,48.14,55.58
187470,43.9,55.69
187480,74.6,55.33
187490,41.34,53.8
187500,27.5,55.45
187510,49.44,54.77
187520,34.42,56.99
187530,48.63,55.14
187540,56.63,54.03
187550,30.66,55.35
187560,46.46,54.6
187570,52.86,55.67
187580,33.39,55.96
187590,41.25,54.33
187600,37.17,56.82
187610,44.86,54.35
187620,40.52,54.75
187630,30.66,55.02
187640,63.29,54.85
187650,44.29,54.61
187660,38.46,53.2
187670,44.39,54.93
187680,24.94,55.3
187690,42.34,55.9
187700,54.08,55.35
187710,16.91,56.21
187720,60.09,54.82
187730,41.08,54.78
187740,26.02,53.68
187750,37.67,54.47
187760,49.61,54.36
187770,45.1,56.21
187780,37.7,53.0
187790,38.04,54.19
187800,42.03,54.9
187810,22.87,54.82
187820,39.85,52.82
187830,65.57,55.91
187840,17.98,53.48
187850,16.82,55.62
187860,27.24,55.18
187870,37.07,55.3
187880,34.15,54.47
187890,46.76,55.07
187900,48.98,54.72
187910,41.36,55.62
187920,32.22,54.6
187930,38.32,53.53
187940,33.92,54.5
187950,17.58,56.0
187960,48.79,54.0
187970,34.77,54.05
187980,47.44,55.18
187990,44.38,57.16
188000,29.48,55.97
188010,52.2,54.89
188020,36.48,54.22
188030,52.0,57.88
188040,30.62,54.53
188050,41.78,56.06
188060,38.76,52.75
188070,87.54,53.82
188080,52.92,54.06
188090,40.94,53.44
188100,39.51,56.65
188110,19.4,53.7
188120,50.88,55.74
188130,52.1,53.52
188140,47.49,54.94
188150,58.23,56.24
188160,39.92,56.48
188170,39.03,53.31
188180,38.92,54.71
188190,64.54,55.21
188200,36.86,54.73
188210,43.38,55.33
188220,34.32,54.71
188230,31.64,54.5
188240,47.72,53.77
188250,50.41,54.8
188260,44.3,54.95
188270,47.74,56.34
188280,38.23,55.73
188290,28.39,54.75
188300,35.79,56.72
188310,36.41,55.51
188320,41.52,55.35
188330,50.5,55.69
188340,49.65,55.23
188350,77.43,54.22
188360,35.39,55.66
188370,28.42,56.18
188380,50.08,54.55
188390,61.33,53.96
188400,32.8,54.08
188410,42.15,55.23
188420,33.87,54.48
188430,39.58,55.73
188440,36.82,53.98
188450,26.9,54.76
188460,30.15,56.3
188470,38.24,54.8
188480,56.6,54.18
188490,39.21,53.33
188500,43.54,55.7
188510,34.79,52.45
188520,85.47,54.47
188530,78.55,54.66
188540,40.22,56.73
188550,37.37,56.09
188560,50.59,56.23
188570,40.29,57.43
188580,19.26,55.28
188590,46.89,53.11
188600,48.53,54.93
188610,15.56,54.38
188620,49.33,55.58
188630,31.2,53.86
188640,29.94,54.89
188650,43.03,54.86
188660,46.11,53.35
188670,40.82,54.92
188680,38.21,55.43
188690,37.9,57.11
188700,50.03,54.39
188710,35.88,54.54
188720,38.17,52.75
188730,50.55,55.05
188740,79.1,55.45
188750,91.23,56.02
188760,48.75,55.39
188770,46.91,54.19
188780,42.81,53.83
188790,34.86,54.38
188800,34.05,54.16
188810,74.61,54.31
188820,43.6,53.98
188830,30.94,54.84
188840,49.05,56.03
188850,46.96,55.38
188860,22.84,57.55
188870,36.95,54.19
188880,30.61,56.34
188890,31.6,54.47
188900,37.38,53.63
188910,44.64,56.04
188920,57.5,55.48
188930,28.08,54.54
188940,42.96,52.92
188950,34.29,53.59
188960,31.87,54.42
188970,41.11,55.49
188980,38.95,55.54
188990,44.69,54.01
189000,48.8,53.56
189010,20.37,54.69
189020,37.26,54.8
189030,33.28,55.06
189040,33.43,54.12
189050,38.8,56.3
189060,29.87,54.73
189070,38.65,55.92
189080,21.26,56.84
189090,19.0,55.96
189100,41.59,56.55
189110,65.41,56.02
189120,30.36,54.45
189130,36.51,55.66
189140,29.38,55.29
189150,41.49,53.09
189160,42.19,55.16
189170,44.0,54.84
189180,40.32,55.93
189190,55.29,54.2
189200,51.44,54.96
189210,48.83,55.61
189220,40.92,53.91
189230,37.92,54.3
189240,88.91,54.33
189250,48.15,57.21
189260,25.1,55.34
189270,28.75,55.32
189280,32.77,55.33
189290,50.92,54.3
189300,33.36,55.12
189310,35.95,54.95
189320,87.05,54.95
189330,61.4,56.45
189340,35.95,55.25
189350,49.08,54.56
189360,38.91,55.72
189370,47.69,54.24
189380,28.22,56.14
189390,28.4,54.84
189400,44.22,53.94
189410,42.42,57.37
189420,58.65,56.0
189430,40.04,56.24
189440,26.33,53.74
189450,40.3,56.6
189460,66.67,56.19
189470,71.39,54.89
189480,46.56,54.04
189490,40.96,56.16
189500,42.01,53.35
189510,44.94,55.3
189520,56.19,56.18
189530,52.99,54.45
189540,60.91,54.05
189550,55.09,54.07
189560,39.56,55.56
189570,52.94,55.65
189580,58.14,54.08
189590,56.09,53.81
189600,27.57,55.0
189610,50.82,56.26
189620,24.64,55.78
189630,28.04,57.91
189640,21.16,55.72
189650,40.05,54.22
189660,27.26,55.67
189670,23.96,54.41
189680,41.19,53.91
189690,46.59,54.71
189700,60.51,52.86
189710,38.32,56.46
189720,32.58,54.62
189730,38.19,54.54
189740,67.35,55.21
189750,31.46,56.22
189760,34.17,54.87
189770,33.82,56.37
189780,30.5,54.86
189790,49.81,56.82
189800,20.9,55.58
189810,31.93,53.17
189820,33.71,54.01
189830,52.52,55.09
189840,27.43,57.61
189850,31.92,56.41
189860,30.37,54.1
189870,58.05,53.74
189880,66.34,55.56
189890,45.62,55.46
189900,33.58,53.48
189910,39.85,53.24
189920,50.04,55.96
189930,30.42,55.05
189940,68.16,55.78
189950,43.95,56.38
189960,26.04,56.72
189970,39.86,55.56
189980,41.05,53.67
189990,27.51,55.54
190000,39.71,56.28
190010,31.06,55.15
190020,32.77,55.72
190030,31.41,55.88
190040,44.8,54.76
190050,34.57,54.79
190060,43.93,53.22
190070,68.04,55.0
190080,50.45,54.28
190090,84.03,55.01
190100,44.25,53.51
190110,41.96,56.2
190120,33.59,54.74
190130,40.58,55.31
190140,27.82,54.54
190150,37.17,55.35
190160,47.06,54.69
190170,55.71,53.67
190180,87.59,54.27
190190,44.79,54.27
190200,51.75,55.61
190210,43.49,55.37
190220,45.26,54.97
190230,47.95,54.76
190240,21.79,55.83
190250,40.39,55.58
190260,39.49,54.47
190270,32.25,53.61
190280,44.57,55.53
190290,34.8,53.65
190300,48.15,56.25
190310,49.33,54.2
190320,20.87,53.78
190330,42.75,54.7
190340,35.16,55.07
190350,40.2,55.64
190360,32.62,55.54
190370,43.23,55.36
190380,35.16,53.91
190390,41.78,56.83
190400,28.82,57.42
190410,35.0,57.11
190420,46.22,56.32
190430,48.34,57.22
190440,43.57,54.33
190450,41.96,53.79
190460,38.13,57.03
190470,27.72,56.12
190480,20.1,55.4
190490,50.12,53.35
190500,30.4,55.15
190510,35.22,54.97
190520,32.06,56.12
190530,39.4,54.64
190540,64.12,56.14
190550,23.45,54.08
190560,21.48,55.65
190570,40.64,54.39
190580,27.65,55.03
190590,82.98,56.51
190600,16.43,54.38
190610,19.52,55.66
190620,47.8,55.63
190630,37.13,54.94
190640,34.34,55.79
190650,23.72,55.36
190660,40.31,57.26
190670,52.95,53.78
190680,32.41,54.46
190690,32.6,55.48
190700,24.4,55.57
190710,36.67,55.66
190720,33.09,53.82
190730,37.17,55.81
190740,55.33,54.69
190750,29.86,56.34
190760,45.14,54.16
190770,38.03,55.08
190780,49.63,55.53
190790,48.09,53.45
190800,39.08,54.12
190810,47.07,54.95
190820,43.34,54.54
190830,74.26,54.3
190840,41.07,52.44
190850,31.86,54.58
190860,100.0,53.62
190870,27.1,54.94
190880,48.96,55.25
190890,28.78,55.08
190900,38.8,54.39
190910,66.99,56.07
190920,45.12,55.56
190930,44.61,54.39
190940,22.84,55.94
190950,38.55,54.4
190960,29.13,55.21
190970,49.4,53.02
190980,59.16,53.82
190990,32.89,54.41
191000,50.04,55.71
191010,46.03,56.49
191020,47.06,54.32
191030,33.43,53.66
191040,50.64,54.96
191050,39.66,53.64
191060,50.88,55.47
191070,45.97,55.25
191080,48.4,55.07
191090,32.79,55.22
191100,33.06,54.26
191110,45.66,56.18
191120,52.71,53.84
191130,37.87,53.96
191140,30.5,53.45
191150,55.56,55.03
191160,68.63,55.42
191170,31.59,54.94
191180,41.0,54.84
191190,41.14,54.64
191200,42.1,55.08
191210,34.86,53.49
191220,44.5,53.75
191230,29.69,55.03
191240,42.54,53.37
191250,36.9,55.5
191260,51.94,55.42
191270,31.45,56.95
191280,33.18,56.73
191290,30.08,55.55
191300,51.39,54.37
191310,30.15,56.22
191320,53.71,56.39
191330,29.92,53.97
191340,46.52,54.33
191350,37.86,54.93
191360,25.76,56.82
191370,26.0,55.98
191380,28.75,54.94
191390,47.96,54.74
191400,45.5,56.53
191410,53.8,56.86
191420,83.35,54.36
191430,41.07,55.23
191440,45.95,53.4
191450,42.74,56.85
191460,54.08,54.78
191470,41.02,54.74
191480,27.16,53.66
191490,38.05,55.01
191500,24.8,55.86
191510,33.34,53.14
191520,31.17,54.83
191530,29.15,55.11
191540,56.19,54.29
191550,41.87,54.31
191560,32.02,53.8
191570,41.69,55.63
191580,29.58,55.25
191590,45.17,58.05
191600,36.39,55.4
191610,45.29,56.21
191620,49.57,55.26
191630,37.55,55.82
191640,55.47,55.73
191650,56.91,54.51
191660,35.99,54.37
191670,50.35,54.74
191680,48.41,54.11
191690,47.02,56.11
191700,52.3,55.42
191710,44.0,56.84
191720,61.23,55.22
191730,40.73,54.96
191740,29.2,55.72
191750,53.33,55.5
191760,56.68,54.01
191770,40.77,52.64
191780,34.4,55.8
191790,70.03,53.95
191800,26.72,53.67
191810,52.79,55.76
191820,29.74,54.79
191830,30.45,56.8
191840,40.29,54.51
191850,19.98,54.58
191860,19.15,53.19
191870,75.87,55.69
191880,47.28,56.19
191890,30.31,54.89
191900,43.46,53.33
191910,41.34,54.1
191920,41.11,54.47
191930,49.61,54.62
191940,13.98,54.63
191950,79.98,54.7
191960,48.65,55.58
191970,48.57,56.4
191980,34.0,54.31
191990,44.26,55.08
192000,31.96,54.31
192010,36.0,54.87
192020,58.6,53.31
192030,46.93,56.43
192040,50.83,54.69
192050,40.05,56.62
192060,93.3,53.03
192070,18.97,55.51
192080,48.92,55.32
192090,42.21,53.9
192100,83.66,54.5
192110,34.17,55.59
192120,44.98,53.81
192130,35.22,54.39
192140,40.25,54.77
192150,37.72,55.65
192160,82.56,52.11
192170,32.22,56.07
192180,35.73,52.99
192190,30.2,54.62
192200,58.47,54.84
192210,68.84,55.62
192220,50.32,54.84
192230,30.04,55.62
192240,46.7,54.5
192250,49.57,53.34
192260,35.38,53.61
192270,39.44,55.24
192280,50.84,54.97
192290,28.37,54.56
192300,28.79,54.3
192310,50.65,56.02
192320,45.33,55.17
192330,51.34,54.44
192340,31.16,55.31
192350,34.67,54.06
192360,51.23,54.36
192370,43.55,53.8
192380,47.85,55.12
192390,45.33,57.39
192400,32.67,53.8
192410,38.22,53.72
192420,36.04,53.92
192430,50.61,53.46
192440,43.29,54.83
192450,42.35,54.96
192460,33.22,53.95
192470,48.91,56.36
192480,40.46,56.19
192490,35.63,55.66
192500,38.89,56.01
192510,51.7,53.41
192520,20.55,56.05
192530,51.23,55.35
192540,36.15,56.4
192550,37.26,55.81
192560,31.17,54.57
192570,48.24,56.35
192580,23.61,54.72
192590,36.11,55.83
192600,39.48,55.52
192610,45.35,55.05
192620,42.75,54.93
192630,42.78,55.57
192640,47.77,54.99
192650,49.3,57.09
192660,45.96,55.5
192670,33.24,54.61
192680,36.65,54.83
192690,46.33,57.78
192700,47.12,53.62
192710,29.16,55.24
192720,35.25,54.48
192730,54.21,56.48
192740,43.84,55.53
192750,58.41,55.62
192760,28.11,55.26
192770,42.92,53.87
192780,50.28,53.85
192790,53.31,54.52
192800,44.36,57.21
192810,51.48,54.34
192820,26.36,54.1
192830,50.14,55.34
192840,43.55,54.09
192850,25.98,54.7
192860,29.1,55.53
192870,32.5,56.08
192880,25.99,54.38
192890,45.31,55.18
192900,34.66,53.39
192910,47.32,54.16
192920,41.54,52.84
192930,36.17,53.9
192940,22.7,55.65
192950,60.85,56.03
192960,50.0,57.61
192970,27.94,54.64
192980,91.7,54.57
192990,49.85,56.1
193000,31.69,55.44
193010,43.78,56.18
193020,33.5,55.84
193030,51.08,54.87
193040,41.68,57.39
193050,21.45,52.81
193060,68.87,53.38
193070,48.07,53.6
193080,46.11,54.39
193090,48.57,55.55
193100,16.64,56.3
193110,41.07,56.01
193120,34.28,55.27
193130,55.86,56.13
193140,48.07,55.29
193150,51.81,55.61
193160,39.22,54.91
193170,49.22,54.92
193180,33.01,54.94
193190,46.33,54.3
193200,48.88,54.61
193210,34.27,55.72
193220,32.79,56.67
193230,43.54,55.23
193240,52.03,55.44
193250,31.4,54.95
193260,26.2,55.51
193270,28.61,55.45
193280,70.76,54.27
193290,41.93,56.43
193300,32.59,56.38
193310,27.15,55.58
193320,43.12,54.31
193330,88.57,54.85
193340,35.86,54.46
193350,40.48,54.46
193360,49.94,55.56
193370,39.27,54.42
193380,25.07,55.2
193390,54.81,55.29
193400,41.69,56.85
193410,36.55,55.57
193420,29.79,54.57
193430,51.7,54.65
193440,38.6,56.11
193450,46.55,52.45
193460,28.02,54.92
193470,36.36,54.56
193480,60.68,55.24
193490,36.39,56.36
193500,15.16,54.64
193510,37.8,54.82
193520,38.06,55.07
193530,58.12,54.66
193540,31.5,57.13
193550,50.98,53.79
193560,45.16,55.59
193570,34.22,54.65
193580,41.72,54.4
193590,99.79,53.76
193600,46.93,55.25
193610,60.16,56.3
193620,34.36,54.8
193630,39.26,55.08
193640,27.41,56.17
193650,44.05,56.7
193660,31.15,55.91
193670,33.31,55.31
193680,26.37,53.72
193690,42.55,54.56
193700,74.9,56.64
193710,50.0,56.74
193720,57.96,54.57
193730,41.5,52.35
193740,45.77,56.56
193750,30.46,56.25
193760,29.55,54.48
193770,22.01,57.19
193780,78.6,53.43
193790,50.16,55.67
193800,33.43,55.97
193810,38.96,55.65
193820,43.77,55.08
193830,26.61,54.47
193840,53.04,54.93
193850,59.87,54.73
193860,43.59,54.5
193870,24.42,54.32
193880,59.65,56.13
193890,45.54,55.75
193900,51.34,55.24
193910,66.31,56.15
193920,37.09,54.28
193930,48.62,53.29
193940,23.87,55.08
193950,32.86,54.02
193960,34.61,54.06
193970,63.21,55.15
193980,36.94,55.05
193990,50.97,53.89
194000,59.48,55.04
194010,51.32,54.44
194020,53.06,54.27
194030,44.18,56.08
194040,40.33,56.82
194050,36.22,54.15
194060,42.78,55.46
194070,31.57,53.89
194080,51.03,54.81
194090,35.38,55.62
194100,54.88,55.73
194110,46.35,56.21
194120,44.15,55.48
194130,58.6,53.98
194140,50.77,56.75
194150,33.55,55.77
194160,43.1,55.42
194170,51.78,52.45
194180,26.84,56.71
194190,47.89,55.13
194200,41.35,56.23
194210,44.37,55.06
194220,50.73,53.84
194230,38.28,56.26
194240,47.49,55.22
194250,45.6,54.77
194260,33.21,54.87
194270,52.77,54.5
194280,34.26,56.35
194290,81.34,55.64
194300,25.11,53.08
194310,55.92,56.32
194320,75.87,55.43
194330,36.97,54.61
194340,40.77,55.08
194350,38.37,55.12
194360,35.74,54.9
194370,50.2,56.23
194380,63.54,56.34
194390,52.03,54.77
194400,22.4,54.58
194410,38.13,54.11
194420,40.21,55.85
194430,21.22,54.3
194440,45.58,55.62
194450,25.12,56.56
194460,37.36,53.85
194470,32.71,54.29
194480,58.01,54.22
194490,29.09,55.14
194500,43.86,55.01
194510,41.17,55.0
194520,31.48,54.61
194530,39.4,54.99
194540,34.81,56.45
194550,63.51,54.93
194560,43.18,55.32
194570,55.61,53.99
194580,45.29,53.97
194590,47.49,54.46
194600,33.09,55.82
194610,50.11,56.76
194620,39.84,54.68
194630,33.77,56.4
194640,29.73,55.73
194650,58.26,55.46
194660,30.61,55.74
194670,37.05,54.4
194680,31.84,53.9
194690,41.91,54.3
194700,34.66,56.43
194710,48.85,54.37
194720,54.51,55.9
194730,42.92,55.14
194740,47.2,55.97
194750,36.25,54.07
194760,35.16,52.41
194770,36.87,55.44
194780,37.23,54.69
194790,49.41,54.72
194800,58.66,54.74
194810,46.75,55.52
194820,18.76,54.29
194830,36.12,55.91
194840,44.36,54.34
194850,35.97,55.85
194860,47.25,55.42
194870,27.89,53.84
194880,25.42,55.24
194890,38.42,55.15
194900,57.02,55.32
194910,43.56,54.09
194920,45.01,54.1
194930,33.62,54.55
194940,34.76,54.39
194950,12.28,53.27
194960,30.98,55.67
194970,39.07,57.17
194980,41.4,55.38
194990,44.46,53.92
195000,40.34,56.12
195010,33.19,54.31
195020,59.45,54.84
195030,57.36,55.98
195040,31.14,53.12
195050,63.39,55.99
195060,21.8,55.11
195070,46.2,56.48
195080,39.06,55.78
195090,31.9,55.33
195100,41.59,53.66
195110,38.83,55.51
195120,39.17,54.78
195130,30.6,55.89
195140,41.14,54.22
195150,22.77,56.67
195160,33.4,55.01
195170,44.97,54.08
195180,34.74,54.68
195190,40.15,54.39
195200,40.21,54.67
195210,53.14,54.97
195220,32.84,55.5
195230,51.01,56.66
195240,40.94,55.99
195250,50.19,52.7
195260,25.93,55.67
195270,42.94,53.79
195280,52.74,54.24
195290,52.04,56.13
195300,44.45,54.86
195310,54.83,56.11
195320,79.45,53.55
195330,20.41,54.56
195340,43.37,54.99
195350,25.1,54.81
195360,43.5,55.13
195370,30.15,54.58
195380,32.94,55.4
195390,24.64,54.5
195400,46.01,55.33
195410,31.35,54.9
195420,28.02,55.65
195430,41.39,54.81
195440,47.15,56.47
195450,34.97,54.11
195460,39.72,53.09
195470,22.59,54.92
195480,40.51,55.48
195490,89.6,53.66
195500,36.65,56.07
195510,46.56,54.08
195520,72.21,54.39
195530,42.63,56.04
195540,34.19,55.22
195550,27.38,54.64
195560,28.76,55.78
195570,21.37,54.14
195580,34.98,55.26
195590,63.3,56.95
195600,82.14,54.85
195610,33.35,54.95
195620,36.88,56.16
195630,53.1,54.54
195640,53.8,53.82
195650,38.71,55.78
195660,40.33,54.13
195670,49.94,57.12
195680,27.03,54.2
195690,51.78,54.53
195700,70.97,55.16
195710,47.49,55.25
195720,40.25,56.98
195730,43.05,54.97
195740,31.15,55.66
195750,33.25,55.2
195760,55.42,54.4
195770,20.58,55.05
195780,55.9,55.61
195790,30.39,54.01
195800,44.47,54.89
195810,55.35,55.6
195820,37.72,53.08
195830,33.17,54.97
195840,43.66,54.93
195850,33.95,54.39
195860,43.84,53.82
195870,36.56,56.05
195880,55.08,55.69
195890,41.79,54.5
195900,42.14,55.09
195910,53.36,56.25
195920,39.88,55.92
195930,93.06,55.75
195940,31.88,56.13
195950,15.72,55.12
195960,54.19,54.84
195970,29.79,55.64
195980,34.04,54.49
195990,51.58,55.85
196000,34.48,53.89
196010,37.34,56.0
196020,28.64,54.24
196030,40.95,54.61
196040,33.67,54.27
196050,33.56,54.47
196060,37.49,55.5
196070,73.67,55.44
196080,35.06,54.16
196090,46.52,53.62
196100,39.18,55.14
196110,32.81,55.29
196120,41.87,56.46
196130,65.79,57.49
196140,33.97,54.69
196150,43.04,53.26
196160,19.91,54.34
196170,27.51,55.6
196180,38.85,54.42
196190,64.78,55.42
196200,41.56,55.06
196210,44.73,56.17
196220,41.29,55.97
196230,36.12,56.0
196240,44.4,56.02
196250,45.76,55.89
196260,44.1,55.86
196270,43.39,55.05
196280,34.86,55.12
196290,22.04,52.91
196300,28.42,54.73
196310,45.86,54.97
196320,54.44,52.96
196330,37.73,55.05
196340,36.71,55.74
196350,46.51,55.39
196360,31.96,56.78
196370,31.34,55.95
196380,28.55,55.46
196390,71.67,53.82
196400,57.6,55.68
196410,45.25,56.09
196420,38.0,56.2
196430,47.89,54.68
196440,52.51,54.27
196450,31.26,56.06
196460,41.92,54.69
196470,21.68,54.68
196480,32.81,54.31
196490,47.81,56.31
196500,42.45,57.01
196510,30.63,53.19
196520,37.7,55.06
196530,26.52,54.64
196540,32.07,53.71
196550,50.8,56.96
196560,23.13,55.74
196570,36.93,54.45
196580,51.25,54.85
196590,34.61,53.68
196600,40.9,56.31
196610,37.32,55.16
196620,23.7,54.86
196630,32.68,54.5
196640,36.19,57.07
196650,56.96,55.61
196660,51.42,54.39
196670,45.84,55.56
196680,39.4,54.91
196690,23.65,55.16
196700,42.54,53.87
196710,84.88,54.22
196720,32.77,54.59
196730,41.23,55.01
196740,32.88,54.29
196750,49.24,55.51
196760,31.68,54.83
196770,44.61,56.15
196780,35.06,54.98
196790,27.87,53.62
196800,40.66,54.41
196810,30.65,54.45
196820,41.8,54.05
196830,52.71,56.63
196840,32.94,53.47
196850,43.29,54.83
196860,47.5,55.55
196870,50.59,55.04
196880,66.13,55.03
196890,30.66,54.74
196900,51.95,55.81
196910,51.17,54.33
196920,79.98,56.39
196930,40.82,54.51
196940,60.91,55.28
196950,39.77,55.36
196960,33.81,54.32
196970,48.35,54.01
196980,31.48,56.49
196990,34.66,56.39
197000,45.56,55.97
197010,32.69,55.48
197020,32.87,56.14
197030,30.58,55.47
197040,59.68,53.85
197050,40.3,53.57
197060,35.63,55.9
197070,40.07,56.1
197080,43.84,54.91
197090,23.41,54.2
197100,40.69,55.51
197110,57.1,54.66
197120,24.38,55.72
197130,46.07,56.38
197140,28.36,56.54
197150,46.07,53.44
197160,47.89,54.92
197170,51.44,53.41
197180,47.95,55.26
197190,41.02,53.77
197200,73.16,56.56
197210,45.85,54.59
197220,32.23,55.32
197230,33.45,54.66
197240,47.75,55.71
197250,33.1,56.11
197260,63.88,54.89
197270,46.47,55.55
197280,31.96,55.57
197290,46.85,54.92
197300,43.11,54.0
197310,37.67,55.52
197320,19.27,56.16
197330,38.74,53.9
197340,42.22,55.06
197350,39.31,54.58
197360,80.62,55.3
197370,37.33,54.25
197380,50.41,54.39
197390,48.17,54.01
197400,40.2,55.04
197410,35.91,57.07
197420,48.29,54.48
197430,45.97,55.52
197440,27.75,55.17
197450,60.11,54.67
197460,37.88,55.66
197470,34.82,56.56
197480,40.93,54.77
197490,66.37,56.19
197500,48.21,55.01
197510,39.24,54.47
197520,32.01,55.13
197530,27.09,54.97
197540,22.17,56.8
197550,51.1,56.58
197560,36.28,55.55
197570,50.52,53.69
197580,49.57,55.4
197590,44.7,54.63
197600,39.9,53.0
